"Keyarch Acquisition Corporation Unit","KYCHU","NYSE","stock","USD"
"Keyarch Acquisition Corporation Warrant","KYCHW","NYSE","stock","USD"
"Kymera Therapeutics Inc. Common Stock","KYMR","NYSE","stock","USD"
"Kayne Anderson Energy Infrastructure Fund Inc.","KYN","NYSE","stock","USD"
"Kezar Life Sciences Inc. Common Stock","KZR","NYSE","stock","USD"
"Loews Corporation Common Stock","L","NYSE","stock","USD"
"Standard BioTools Inc. Common Stock","LAB","NYSE","stock","USD"
"Landos Biopharma Inc. Common Stock","LABP","NYSE","stock","USD"
"Lithium Americas Corp. Common Shares","LAC","NYSE","stock","USD"
"Lithia Motors Inc. Common Stock","LAD","NYSE","stock","USD"
"Ladder Capital Corp Class A Common Stock","LADR","NYSE","stock","USD"
"Lakeland Industries Inc. Common Stock","LAKE","NYSE","stock","USD"
"Lamar Advertising Company Class A Common Stock","LAMR","NYSE","stock","USD"
"Lancaster Colony Corporation Common Stock","LANC","NYSE","stock","USD"
"Gladstone Land Corporation Common Stock","LAND","NYSE","stock","USD"
"Gladstone Land Corporation 5.00% Series D Cumulative Term Preferred Stock","LANDM","NYSE","stock","USD"
"Gladstone Land Corporation 6.00% Series B Cumulative Redeemable Preferred Stock","LANDO","NYSE","stock","USD"
"Lanvin Group Holdings Limited Ordinary Shares","LANV","NYSE","stock","USD"
"Landmark Bancorp Inc. Common Stock","LARK","NYSE","stock","USD"
"Laser Photonics Corporation Common Stock","LASE","NYSE","stock","USD"
"nLIGHT Inc. Common Stock","LASR","NYSE","stock","USD"
"LatAmGrowth SPAC Class A Ordinary Shares","LATG","NYSE","stock","USD"
"LatAmGrowth SPAC Unit","LATGU","NYSE","stock","USD"
"LatAmGrowth SPAC Warrants","LATGW","NYSE","stock","USD"
"Laureate Education Inc. Common Stock","LAUR","NYSE","stock","USD"
"CS Disco Inc. Common Stock","LAW","NYSE","stock","USD"
"Lazard LTD. Lazard LTD. Class A Common Stock","LAZ","NYSE","stock","USD"
"Luminar Technologies Inc.  Class A Common Stock","LAZR","NYSE","stock","USD"
"Lazydays Holdings Inc. Common Stock","LAZY","NYSE","stock","USD"
"Lakeland Bancorp Inc. Common Stock","LBAI","NYSE","stock","USD"
"Lakeshore Acquisition II Corp. Ordinary Shares","LBBB","NYSE","stock","USD"
"Lakeshore Acquisition II Corp. Rights","LBBBR","NYSE","stock","USD"
"Lakeshore Acquisition II Corp. Unit","LBBBU","NYSE","stock","USD"
"Luther Burbank Corporation Common Stock","LBC","NYSE","stock","USD"
"Longboard Pharmaceuticals Inc. Common Stock","LBPH","NYSE","stock","USD"
"Liberty Broadband Corporation Class A Common Stock","LBRDA","NYSE","stock","USD"
"Liberty Broadband Corporation Class C Common Stock","LBRDK","NYSE","stock","USD"
"Liberty Broadband Corporation Series A Cumulative Redeemable Preferred Stock","LBRDP","NYSE","stock","USD"
"Liberty Energy Inc. Class A common stock","LBRT","NYSE","stock","USD"
"Liberty Global plc Class A Ordinary Shares","LBTYA","NYSE","stock","USD"
"Liberty Global plc Class B Ordinary Shares","LBTYB","NYSE","stock","USD"
"Liberty Global plc Class C Ordinary Shares","LBTYK","NYSE","stock","USD"
"LendingClub Corporation Common Stock","LC","NYSE","stock","USD"
"Landcadia Holdings IV Inc. Class A Common Stock","LCA","NYSE","stock","USD"
"L Catterton Asia Acquisition Corp Class A Ordinary Shares","LCAA","NYSE","stock","USD"
"L Catterton Asia Acquisition Corp Units","LCAAU","NYSE","stock","USD"
"L Catterton Asia Acquisition Corp Warrant","LCAAW","NYSE","stock","USD"
"Landcadia Holdings IV Inc. Warrant","LCAHW","NYSE","stock","USD"
"Locafy Limited Ordinary Share","LCFY","NYSE","stock","USD"
"Locafy Limited Warrant","LCFYW","NYSE","stock","USD"
"Lannett Co Inc Common Stock","LCI","NYSE","stock","USD"
"Lucid Group Inc. Common Stock","LCID","NYSE","stock","USD"
"LCI Industries","LCII","NYSE","stock","USD"
"LCNB Corporation Common Stock","LCNB","NYSE","stock","USD"
"Lineage Cell Therapeutics Inc. Common Stock","LCTX","NYSE","stock","USD"
"Lifetime Brands Inc. Common Stock","LCUT","NYSE","stock","USD"
"Learn CW Investment Corporation Class A Ordinary Shares","LCW","NYSE","stock","USD"
"LDH Growth Corp I Class A Ordinary Shares","LDHA","NYSE","stock","USD"
"LDH Growth Corp I Units","LDHAU","NYSE","stock","USD"
"LDH Growth Corp I Warrant","LDHAW","NYSE","stock","USD"
"loanDepot Inc. Class A Common Stock","LDI","NYSE","stock","USD"
"Leidos Holdings Inc. Common Stock","LDOS","NYSE","stock","USD"
"Cohen & Steers Limited Duration Preferred and Income Fund Inc.","LDP","NYSE","stock","USD"
"Lands' End Inc. Common Stock","LE","NYSE","stock","USD"
"Lear Corporation Common Stock","LEA","NYSE","stock","USD"
"Lincoln Electric Holdings Inc. Common Shares","LECO","NYSE","stock","USD"
"SemiLEDS Corporation Common Stock","LEDS","NYSE","stock","USD"
"Lee Enterprises Incorporated Common Stock","LEE","NYSE","stock","USD"
"Leggett & Platt Incorporated Common Stock","LEG","NYSE","stock","USD"
"Lead Edge Growth Opportunities Ltd Class A Ordinary Shares","LEGA","NYSE","stock","USD"
"Lead Edge Growth Opportunities Ltd Units","LEGAU","NYSE","stock","USD"
"Lead Edge Growth Opportunities Ltd Warrant","LEGAW","NYSE","stock","USD"
"Legacy Housing Corporation Common Stock (TX)","LEGH","NYSE","stock","USD"
"Legend Biotech Corporation American Depositary Shares","LEGN","NYSE","stock","USD"
"Leju Holdings Limited American Depositary Shares each representing one Ordinary share","LEJU","NYSE","stock","USD"
"Lennar Corporation Class A Common Stock","LEN","NYSE","stock","USD"
"BNY Mellon Strategic Municipals Inc. Common Stock","LEO","NYSE","stock","USD"
"Leslie's Inc. Common Stock","LESL","NYSE","stock","USD"
"Centrus Energy Corp. Class A Common Stock","LEU","NYSE","stock","USD"
"The Lion Electric Company Common Shares","LEV","NYSE","stock","USD"
"Levi Strauss & Co Class A Common Stock","LEVI","NYSE","stock","USD"
"Lexaria Bioscience Corp. Common Stock","LEXX","NYSE","stock","USD"
"Lexaria Bioscience Corp. Warrant","LEXXW","NYSE","stock","USD"
"LF Capital Acquisition Corp. II Class A Common Stock","LFAC","NYSE","stock","USD"
"LF Capital Acquisition Corp. II Units","LFACU","NYSE","stock","USD"
"LF Capital Acquisition Corp. II Warrants","LFACW","NYSE","stock","USD"
"Lifecore Biomedical Inc. Common Stock","LFCR","NYSE","stock","USD"
"Leafly Holdings Inc. Common Stock","LFLY","NYSE","stock","USD"
"Leafly Holdings Inc. Warrant","LFLYW","NYSE","stock","USD"
"LifeMD Inc. Common Stock","LFMD","NYSE","stock","USD"
"LifeMD Inc. 8.875% Series A Cumulative Perpetual Preferred Stock","LFMDP","NYSE","stock","USD"
"LifeStance Health Group Inc. Common Stock","LFST","NYSE","stock","USD"
"Lument Finance Trust Inc. Common Stock","LFT","NYSE","stock","USD"
"Lument Finance Trust Inc. 7.875% Series A Cumulative Redeemable Preferred Stock","LFT^A","NYSE","stock","USD"
"Littelfuse Inc. Common Stock","LFUS","NYSE","stock","USD"
"Lifevantage Corporation Common Stock (Delaware)","LFVN","NYSE","stock","USD"
"Lazard Growth Acquisition Corp. I Ordinary Shares","LGAC","NYSE","stock","USD"
"Lazard Growth Acquisition Corp. I Units","LGACU","NYSE","stock","USD"
"Lazard Growth Acquisition Corp. I Warrants","LGACW","NYSE","stock","USD"
"Lion Group Holding Ltd. American Depositary Share","LGHL","NYSE","stock","USD"
"Lion Group Holding Ltd. Warrant","LGHLW","NYSE","stock","USD"
"Lazard Global Total Return and Income Fund Common Stock","LGI","NYSE","stock","USD"
"LGI Homes Inc. Common Stock","LGIH","NYSE","stock","USD"
"LGL Group Inc. (The) Common Stock","LGL","NYSE","stock","USD"
"LogicMark Inc. Common Stock","LGMK","NYSE","stock","USD"
"Ligand Pharmaceuticals Incorporated Common Stock","LGND","NYSE","stock","USD"
"Largo Inc. Common Shares","LGO","NYSE","stock","USD"
"Semper Paratus Acquisition Corporation Class A Ordinary Shares","LGST","NYSE","stock","USD"
"Semper Paratus Acquisition Corporation Warrant","LGSTW","NYSE","stock","USD"
"Legato Merger Corp. II Common Stock","LGTO","NYSE","stock","USD"
"Legato Merger Corp. II Unit","LGTOU","NYSE","stock","USD"
"Legato Merger Corp. II Warrants","LGTOW","NYSE","stock","USD"
"LAMF Global Ventures Corp. I Class A Ordinary Shares","LGVC","NYSE","stock","USD"
"LAMF Global Ventures Corp. I Unit","LGVCU","NYSE","stock","USD"
"LAMF Global Ventures Corp. I Warrant","LGVCW","NYSE","stock","USD"
"Longeveron Inc. Class A Common Stock","LGVN","NYSE","stock","USD"
"Laboratory Corporation of America Holdings Common Stock","LH","NYSE","stock","USD"
"Leo Holdings Corp. II Class A Ordinary Shares","LHC","NYSE","stock","USD"
"LHC Group Common Stock","LHCG","NYSE","stock","USD"
"Lucira Health Inc. Common Stock","LHDX","NYSE","stock","USD"
"L3Harris Technologies Inc. Common Stock","LHX","NYSE","stock","USD"
"Li Auto Inc. American Depositary Shares","LI","NYSE","stock","USD"
"LianBio American Depositary Shares","LIAN","NYSE","stock","USD"
"Liberty Resources Acquisition Corp. Class A Common Stock","LIBY","NYSE","stock","USD"
"Liberty Resources Acquisition Corp. Warrant","LIBYW","NYSE","stock","USD"
"Li-Cycle Holdings Corp. Common Shares","LICY","NYSE","stock","USD"
"AEye Inc. Class A Common Stock","LIDR","NYSE","stock","USD"
"AEye Inc. Warrant","LIDRW","NYSE","stock","USD"
"aTyr Pharma Inc. Common Stock","LIFE","NYSE","stock","USD"
"MSP Recovery Inc. Class A Common Stock","LIFW","NYSE","stock","USD"
"MSP Recovery Inc. Warrant","LIFWW","NYSE","stock","USD"
"MSP Recovery Inc. Warrant","LIFWZ","NYSE","stock","USD"
"Lennox International Inc. Common Stock","LII","NYSE","stock","USD"
"Liberty Latin America Ltd. Class A Common Stock","LILA","NYSE","stock","USD"
"Liberty Latin America Ltd. Class C Common Stock","LILAK","NYSE","stock","USD"
"Lilium N.V. Class A Ordinary Shares","LILM","NYSE","stock","USD"
"Lilium N.V. Warrants","LILMW","NYSE","stock","USD"
"Linde plc Ordinary Share","LIN","NYSE","stock","USD"
"Lincoln Educational Services Corporation Common Stock","LINC","NYSE","stock","USD"
"Lindblad Expeditions Holdings Inc. Common Stock","LIND","NYSE","stock","USD"
"Interlink Electronics Inc. Common Stock","LINK","NYSE","stock","USD"
"Lionheart III Corp Class A Common Stock","LION","NYSE","stock","USD"
"Lionheart III Corp Unit","LIONU","NYSE","stock","USD"
"Lionheart III Corp Warrant","LIONW","NYSE","stock","USD"
"Lipella Pharmaceuticals Inc. Common Stock","LIPO","NYSE","stock","USD"
"LiqTech International Inc. Common Stock","LIQT","NYSE","stock","USD"
"LightInTheBox Holding Co. Ltd. American Depositary Shares each representing 2 ordinary shares","LITB","NYSE","stock","USD"
"Lumentum Holdings Inc. Common Stock","LITE","NYSE","stock","USD"
"Snow Lake Resources Ltd. Common Shares","LITM","NYSE","stock","USD"
"Logistics Innovation Technologies Corp. Class A Common Stock","LITT","NYSE","stock","USD"
"Logistics Innovation Technologies Corp. Units","LITTU","NYSE","stock","USD"
"Logistics Innovation Technologies Corp. Warrant","LITTW","NYSE","stock","USD"
"LIV Capital Acquisition Corp. II Class A Ordinary Shares","LIVB","NYSE","stock","USD"
"LIV Capital Acquisition Corp. II Unit","LIVBU","NYSE","stock","USD"
"LIV Capital Acquisition Corp. II Warrants","LIVBW","NYSE","stock","USD"
"Live Ventures Incorporated Common Stock","LIVE","NYSE","stock","USD"
"LivaNova PLC Ordinary Shares","LIVN","NYSE","stock","USD"
"Lixte Biotechnology Holdings Inc. Common Stock","LIXT","NYSE","stock","USD"
"Lixte Biotechnology Holdings Inc. Warrants","LIXTW","NYSE","stock","USD"
"LIZHI INC. American Depositary Shares","LIZI","NYSE","stock","USD"
"Luokung Technology Corp Ordinary Shares","LKCO","NYSE","stock","USD"
"Lakeland Financial Corporation Common Stock","LKFN","NYSE","stock","USD"
"LKQ Corporation Common Stock","LKQ","NYSE","stock","USD"
"LL Flooring Holdings Inc. Common Stock","LL","NYSE","stock","USD"
"Terran Orbital Corporation Common Stock","LLAP","NYSE","stock","USD"
"Eli Lilly and Company Common Stock","LLY","NYSE","stock","USD"
"LeMaitre Vascular Inc. Common Stock","LMAT","NYSE","stock","USD"
"Limbach Holdings Inc. Common Stock","LMB","NYSE","stock","USD"
"LumiraDx Limited Common Shares","LMDX","NYSE","stock","USD"
"LumiraDx Limited Warrant","LMDXW","NYSE","stock","USD"
"LM Funding America Inc. Common Stock","LMFA","NYSE","stock","USD"
"Lemonade Inc. Common Stock","LMND","NYSE","stock","USD"
"Liminal BioSciences Inc. Common Shares","LMNL","NYSE","stock","USD"
"Limoneira Co Common Stock","LMNR","NYSE","stock","USD"
"Limestone Bancorp Inc. Common Stock","LMST","NYSE","stock","USD"
"Lockheed Martin Corporation Common Stock","LMT","NYSE","stock","USD"
"Lincoln National Corporation Common Stock","LNC","NYSE","stock","USD"
"Lincoln National Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of 9.000% Non-Cumulative Preferred Stock Series D","LNC^D","NYSE","stock","USD"
"Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil)","LND","NYSE","stock","USD"
"Cheniere Energy Inc. Common Stock","LNG","NYSE","stock","USD"
"LINKBANCORP Inc. Common Stock","LNKB","NYSE","stock","USD"
"Lindsay Corporation Common Stock","LNN","NYSE","stock","USD"
"LENSAR Inc. Common Stock","LNSR","NYSE","stock","USD"
"Alliant Energy Corporation Common Stock","LNT","NYSE","stock","USD"
"Lantheus Holdings Inc. Common Stock","LNTH","NYSE","stock","USD"
"Light & Wonder Inc. Common Stock","LNW","NYSE","stock","USD"
"Manhattan Bridge Capital Inc","LOAN","NYSE","stock","USD"
"Live Oak Bancshares Inc. Common Stock","LOB","NYSE","stock","USD"
"Live Oak Crestview Climate Acquisition Corp. Class A Common Stock","LOCC","NYSE","stock","USD"
"Local Bounti Corporation Common Stock","LOCL","NYSE","stock","USD"
"El Pollo Loco Holdings Inc. Common Stock","LOCO","NYSE","stock","USD"
"Comstock Inc. Common Stock","LODE","NYSE","stock","USD"
"Logitech International S.A. Ordinary Shares","LOGI","NYSE","stock","USD"
"Live Oak Mobility Acquisition Corp. Class A Common Stock","LOKM","NYSE","stock","USD"
"Loma Negra Compania Industrial Argentina Sociedad Anonima ADS","LOMA","NYSE","stock","USD"
"Loop Industries Inc. Common Stock","LOOP","NYSE","stock","USD"
"Grand Canyon Education Inc. Common Stock","LOPE","NYSE","stock","USD"
"Spark Networks SE American Depositary Shares","LOV","NYSE","stock","USD"
"The Lovesac Company Common Stock","LOVE","NYSE","stock","USD"
"Lowe's Companies Inc. Common Stock","LOW","NYSE","stock","USD"
"Lipocine Inc. Common Stock","LPCN","NYSE","stock","USD"
"Dorian LPG Ltd. Common Stock","LPG","NYSE","stock","USD"
"LG Display Co Ltd AMERICAN DEPOSITORY SHARES","LPL","NYSE","stock","USD"
"LPL Financial Holdings Inc. Common Stock","LPLA","NYSE","stock","USD"
"Open Lending Corporation Class A Common Stock","LPRO","NYSE","stock","USD"
"LivePerson Inc. Common Stock","LPSN","NYSE","stock","USD"
"LightPath Technologies Inc. Class A Common Stock","LPTH","NYSE","stock","USD"
"Loop Media Inc. Common Stock","LPTV","NYSE","stock","USD"
"Leap Therapeutics Inc. Common Stock","LPTX","NYSE","stock","USD"
"Louisiana-Pacific Corporation Common Stock","LPX","NYSE","stock","USD"
"Liquidia Corporation Common Stock","LQDA","NYSE","stock","USD"
"Liquidity Services Inc. Common Stock","LQDT","NYSE","stock","USD"
"Lam Research Corporation Common Stock","LRCX","NYSE","stock","USD"
"Logan Ridge Finance Corporation Common Stock","LRFC","NYSE","stock","USD"
"Larimar Therapeutics Inc. Common Stock","LRMR","NYSE","stock","USD"
"Stride Inc. Common Stock","LRN","NYSE","stock","USD"
"Lesaka Technologies Inc. Common Stock","LSAK","NYSE","stock","USD"
"Lake Shore Bancorp Inc. Common Stock","LSBK","NYSE","stock","USD"
"Lattice Semiconductor Corporation Common Stock","LSCC","NYSE","stock","USD"
"Landsea Homes Corporation Common Stock","LSEA","NYSE","stock","USD"
"Landsea Homes Corporation Warrant","LSEAW","NYSE","stock","USD"
"Laird Superfood Inc. Common Stock","LSF","NYSE","stock","USD"
"Life Storage Inc. Common Stock","LSI","NYSE","stock","USD"
"Lightspeed Commerce Inc. Subordinate Voting Shares","LSPD","NYSE","stock","USD"
"Lisata Therapeutics Inc. Common Stock","LSTA","NYSE","stock","USD"
"Landstar System Inc. Common Stock","LSTR","NYSE","stock","USD"
"Liberty Media Corporation Series A Liberty SiriusXM Common Stock","LSXMA","NYSE","stock","USD"
"Liberty Media Corporation Series B Liberty SiriusXM Common Stock","LSXMB","NYSE","stock","USD"
"Liberty Media Corporation Series C Liberty SiriusXM Common Stock","LSXMK","NYSE","stock","USD"
"Lightbridge Corporation Common Stock","LTBR","NYSE","stock","USD"
"LTC Properties Inc. Common Stock","LTC","NYSE","stock","USD"
"Latch Inc. Common Stock","LTCH","NYSE","stock","USD"
"Latch Inc. Warrant expiring 6/4/2026","LTCHW","NYSE","stock","USD"
"Life Time Group Holdings Inc. Common Stock","LTH","NYSE","stock","USD"
"Livent Corporation Common Stock","LTHM","NYSE","stock","USD"
"Lantern Pharma Inc. Common Stock","LTRN","NYSE","stock","USD"
"Liberty TripAdvisor Holdings Inc. Series A Common Stock","LTRPA","NYSE","stock","USD"
"Liberty TripAdvisor Holdings Inc. Series B Common Stock","LTRPB","NYSE","stock","USD"
"Lantronix Inc. Common Stock","LTRX","NYSE","stock","USD"
"Lottery.com Inc. Common Stock","LTRY","NYSE","stock","USD"
"Lottery.com Inc. Warrants","LTRYW","NYSE","stock","USD"
"Lufax Holding Ltd American Depositary Shares two of which representing one Ordinary Share","LU","NYSE","stock","USD"
"Lucid Diagnostics Inc. Common Stock","LUCD","NYSE","stock","USD"
"Innovative Eyewear Inc. Common Stock","LUCY","NYSE","stock","USD"
"Innovative Eyewear Inc. Series A Warrants","LUCYW","NYSE","stock","USD"
"lululemon athletica inc. Common Stock","LULU","NYSE","stock","USD"
"Lumen Technologies Inc. Common Stock","LUMN","NYSE","stock","USD"
"Lumos Pharma Inc. Common Stock","LUMO","NYSE","stock","USD"
"Luna Innovations Incorporated Common Stock","LUNA","NYSE","stock","USD"
"Pulmonx Corporation Common Stock","LUNG","NYSE","stock","USD"
"Southwest Airlines Company Common Stock","LUV","NYSE","stock","USD"
"LuxUrban Hotels Inc. Common Stock","LUXH","NYSE","stock","USD"
"LAVA Medtech Acquisition Corp. Class A Common Stock","LVAC","NYSE","stock","USD"
"LAVA Medtech Acquisition Corp. Unit","LVACU","NYSE","stock","USD"
"Lulu's Fashion Lounge Holdings Inc. Common Stock","LVLU","NYSE","stock","USD"
"LiveOne Inc. Common Stock","LVO","NYSE","stock","USD"
"LiveVox Holdings Inc. Class A Common Stock","LVOX","NYSE","stock","USD"
"LiveVox Holdings Inc. Warrant","LVOXW","NYSE","stock","USD"
"Levere Holdings Corp. Class A Ordinary Shares","LVRA","NYSE","stock","USD"
"Levere Holdings Corp. Unit","LVRAU","NYSE","stock","USD"
"Levere Holdings Corp. Warrant","LVRAW","NYSE","stock","USD"
"Las Vegas Sands Corp. Common Stock","LVS","NYSE","stock","USD"
"LAVA Therapeutics N.V. Ordinary Shares","LVTX","NYSE","stock","USD"
"LiveWire Group Inc. Common Stock","LVWR","NYSE","stock","USD"
"Lamb Weston Holdings Inc. Common Stock","LW","NYSE","stock","USD"
"Lifeway Foods Inc. Common Stock","LWAY","NYSE","stock","USD"
"Lightwave Logic Inc. Common Stock","LWLG","NYSE","stock","USD"
"LexinFintech Holdings Ltd. American Depositary Shares","LX","NYSE","stock","USD"
"Lixiang Education Holding Co. Ltd. American Depositary Shares","LXEH","NYSE","stock","USD"
"Luxfer Holdings PLC Ordinary Shares","LXFR","NYSE","stock","USD"
"LXP Industrial Trust Common Stock (Maryland REIT)","LXP","NYSE","stock","USD"
"LXP Industrial Trust 6.5% Series C Cumulative Convertible Preferred Stock","LXP^C","NYSE","stock","USD"
"Lexicon Pharmaceuticals Inc. Common Stock","LXRX","NYSE","stock","USD"
"LSB Industries Inc. Common Stock","LXU","NYSE","stock","USD"
"LyondellBasell Industries NV Ordinary Shares Class A (Netherlands)","LYB","NYSE","stock","USD"
"Lyell Immunopharma Inc. Common Stock","LYEL","NYSE","stock","USD"
"Lyft Inc. Class A Common Stock","LYFT","NYSE","stock","USD"
"Lloyds Banking Group Plc American Depositary Shares","LYG","NYSE","stock","USD"
"Loyalty Ventures Inc. Common Stock","LYLT","NYSE","stock","USD"
"Lyra Therapeutics Inc. Common Stock","LYRA","NYSE","stock","USD"
"Lytus Technologies Holdings PTV. Ltd. Common Shares","LYT","NYSE","stock","USD"
"LSI Industries Inc. Common Stock","LYTS","NYSE","stock","USD"
"Live Nation Entertainment Inc. Common Stock","LYV","NYSE","stock","USD"
"LegalZoom.com Inc. Common Stock","LZ","NYSE","stock","USD"
"La-Z-Boy Incorporated Common Stock","LZB","NYSE","stock","USD"
"Macy's Inc Common Stock","M","NYSE","stock","USD"
"Mastercard Incorporated Common Stock","MA","NYSE","stock","USD"
"Mid-America Apartment Communities Inc. Common Stock","MAA","NYSE","stock","USD"
"Mid-America Apartment Communities Inc. 8.50% Series I Cumulative Redeemable Preferred Stock","MAA^I","NYSE","stock","USD"
"Macerich Company (The) Common Stock","MAC","NYSE","stock","USD"
"Moringa Acquisition Corp Class A Ordinary Shares","MACA","NYSE","stock","USD"
"Moringa Acquisition Corp Warrant","MACAW","NYSE","stock","USD"
"Merrimack Pharmaceuticals Inc. Common Stock","MACK","NYSE","stock","USD"
"MAG Silver Corporation Ordinary Shares","MAG","NYSE","stock","USD"
"MAIA Biotechnology Inc. Common Stock","MAIA","NYSE","stock","USD"
"Main Street Capital Corporation Common Stock","MAIN","NYSE","stock","USD"
"ManpowerGroup Common Stock","MAN","NYSE","stock","USD"
"Manhattan Associates Inc. Common Stock","MANH","NYSE","stock","USD"
"Manchester United Ltd. Class A Ordinary Shares","MANU","NYSE","stock","USD"
"WM Technology Inc. Class A Common Stock","MAPS","NYSE","stock","USD"
"WM Technology Inc. Warrants","MAPSW","NYSE","stock","USD"
"Maquia Capital Acquisition Corporation Class A Common Stock","MAQC","NYSE","stock","USD"
"Maquia Capital Acquisition Corporation Warrant","MAQCW","NYSE","stock","USD"
"Marriott International Class A Common Stock","MAR","NYSE","stock","USD"
"Marathon Digital Holdings Inc. Common Stock","MARA","NYSE","stock","USD"
"Remark Holdings Inc. Common Stock","MARK","NYSE","stock","USD"
"Marine Petroleum Trust Units of Beneficial Interest","MARPS","NYSE","stock","USD"
"Masco Corporation Common Stock","MAS","NYSE","stock","USD"
"Masimo Corporation Common Stock","MASI","NYSE","stock","USD"
"908 Devices Inc. Common Stock","MASS","NYSE","stock","USD"
"Mattel Inc. Common Stock","MAT","NYSE","stock","USD"
"Metalpha Technology Holding Limited Ordinary Shares","MATH","NYSE","stock","USD"
"Mativ Holdings Inc. Common Stock","MATV","NYSE","stock","USD"
"Matthews International Corporation Class A Common Stock","MATW","NYSE","stock","USD"
"Matson Inc. Common Stock","MATX","NYSE","stock","USD"
"Pioneer Municipal High Income Advantage Fund Inc.","MAV","NYSE","stock","USD"
"MediaAlpha Inc. Class A Common Stock","MAX","NYSE","stock","USD"
"Maxeon Solar Technologies Ltd. Ordinary Shares","MAXN","NYSE","stock","USD"
"Maxar Technologies Inc.","MAXR","NYSE","stock","USD"
"J. W. Mays Inc. Common Stock","MAYS","NYSE","stock","USD"
"M3-Brigade Acquisition II Corp. Class A Common Stock","MBAC","NYSE","stock","USD"
"MasterBrand Inc. Common Stock","MBC","NYSE","stock","USD"
"Middlefield Banc Corp. Common Stock","MBCN","NYSE","stock","USD"
"MBIA Inc. Common Stock","MBI","NYSE","stock","USD"
"Merchants Bancorp Common Stock","MBIN","NYSE","stock","USD"
"Merchants Bancorp Depositary Shares Each Representing a 1/40th Interest in a Share of 8.25% Fixed-Rate Reset Series D Non-Cumulative Perpetual Preferred Stock","MBINM","NYSE","stock","USD"
"Merchants Bancorp Depositary Shares Preferred Series C","MBINN","NYSE","stock","USD"
"Merchants Bancorp Depositary Shares Each Representing a 1/40th Interest in a Share of Series B  Fixed-to-Floating Rate","MBINO","NYSE","stock","USD"
"Merchants Bancorp 7.00% Fixed-to-Floating Rate Series A Non-Cumulative Perpetual Preferred Stock","MBINP","NYSE","stock","USD"
"Mustang Bio Inc. Common Stock","MBIO","NYSE","stock","USD"
"Mobileye Global Inc. Class A Common Stock","MBLY","NYSE","stock","USD"
"Medallion Bank Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series F","MBNKP","NYSE","stock","USD"
"Microbot Medical Inc. Common Stock","MBOT","NYSE","stock","USD"
"Moleculin Biotech Inc. Common Stock","MBRX","NYSE","stock","USD"
"M3-Brigade Acquisition III Corp. Class A Common Stock","MBSC","NYSE","stock","USD"
"Nocturne Acquisition Corporation Ordinary Shares","MBTC","NYSE","stock","USD"
"Nocturne Acquisition Corporation Right","MBTCR","NYSE","stock","USD"
"Nocturne Acquisition Corporation Unit","MBTCU","NYSE","stock","USD"
"Malibu Boats Inc. Class A Common Stock","MBUU","NYSE","stock","USD"
"Mercantile Bank Corporation Common Stock","MBWM","NYSE","stock","USD"
"Moelis & Company Class A Common Stock","MC","NYSE","stock","USD"
"Mountain & Co. I Acquisition Corp. Class A Ordinary Shares","MCAA","NYSE","stock","USD"
"Mountain & Co. I Acquisition Corp. Unit","MCAAU","NYSE","stock","USD"
"Mountain & Co. I Acquisition Corp. Warrant","MCAAW","NYSE","stock","USD"
"Monterey Capital Acquisition Corporation Class A Common Stock","MCAC","NYSE","stock","USD"
"Monterey Capital Acquisition Corporation Rights","MCACR","NYSE","stock","USD"
"Monterey Capital Acquisition Corporation Warrants","MCACW","NYSE","stock","USD"
"Mountain Crest Acquisition Corp. III Common Stock","MCAE","NYSE","stock","USD"
"Mountain Crest Acquisition Corp. III Right","MCAER","NYSE","stock","USD"
"Mountain Crest Acquisition Corp. IV Common Stock","MCAF","NYSE","stock","USD"
"Mountain Crest Acquisition Corp. V Common Stock","MCAG","NYSE","stock","USD"
"Mountain Crest Acquisition Corp. V Right","MCAGR","NYSE","stock","USD"
"Mountain Crest Acquisition Corp. V Unit","MCAGU","NYSE","stock","USD"
"Metropolitan Bank Holding Corp. Common Stock","MCB","NYSE","stock","USD"
"Macatawa Bank Corporation Common Stock","MCBC","NYSE","stock","USD"
"MetroCity Bankshares Inc. Common Stock","MCBS","NYSE","stock","USD"
"McDonald's Corporation Common Stock","MCD","NYSE","stock","USD"
"MasterCraft Boat Holdings Inc. Common Stock","MCFT","NYSE","stock","USD"
"Membership Collective Group Inc. Class A Common Stock","MCG","NYSE","stock","USD"
"Microchip Technology Incorporated Common Stock","MCHP","NYSE","stock","USD"
"Marchex Inc. Class B Common Stock","MCHX","NYSE","stock","USD"
"Barings Corporate Investors Common Stock","MCI","NYSE","stock","USD"
"McKesson Corporation Common Stock","MCK","NYSE","stock","USD"
"mCloud Technologies Corp. Common Shares","MCLD","NYSE","stock","USD"
"Madison Covered Call & Equity Strategy Fund Common Stock","MCN","NYSE","stock","USD"
"Moody's Corporation Common Stock","MCO","NYSE","stock","USD"
"MFS Charter Income Trust Common Stock","MCR","NYSE","stock","USD"
"Seres Therapeutics Inc. Common Stock","MCRB","NYSE","stock","USD"
"Monarch Casino & Resort Inc. Common Stock","MCRI","NYSE","stock","USD"
